skill_name,processing_ids
"prioritisation","281662c0-0d72-437b-98f3-c904a3241259,53da82e3-bf1c-4e3f-8c77-b07f78376b32,545862a0-d9bd-4007-aac8-3cf618c7815b"
"written communication","281662c0-0d72-437b-98f3-c904a3241259,53da82e3-bf1c-4e3f-8c77-b07f78376b32"
"verbal communication","281662c0-0d72-437b-98f3-c904a3241259,53da82e3-bf1c-4e3f-8c77-b07f78376b32"
"interpersonal skills","281662c0-0d72-437b-98f3-c904a3241259,53da82e3-bf1c-4e3f-8c77-b07f78376b32,74b8d8b1-68ee-4dcc-a78a-8ed0fd80d850,0a8f571b-c686-4965-a573-cabf249435e6,527cf620-dbef-4f20-b41b-a74bfe62b3d5"
"stakeholder engagement","53da82e3-bf1c-4e3f-8c77-b07f78376b32,94546a24-8ef0-4d17-b854-e85ea8ac53b3,0a8f571b-c686-4965-a573-cabf249435e6,b00cb8b0-fb0f-447c-b95b-9cc198e861b0,c2fda700-9d2e-4d6e-81a0-c95addc8dff2"
"project reporting","53da82e3-bf1c-4e3f-8c77-b07f78376b32,ea7e4ada-b4cc-42ba-8287-9db0d7a4f55f,a601f184-fbf5-47c9-a93b-0e7d92573478,c2fda700-9d2e-4d6e-81a0-c95addc8dff2,9982770f-129b-4022-909b-74fa857258a7"
"leadership","53da82e3-bf1c-4e3f-8c77-b07f78376b32,2543224d-b378-43c9-9f6f-ab8850b6c051,94546a24-8ef0-4d17-b854-e85ea8ac53b3,527cf620-dbef-4f20-b41b-a74bfe62b3d5,2d365c52-d15d-4c9c-bc75-156a960f8bf2"
"project management lifecycle","53da82e3-bf1c-4e3f-8c77-b07f78376b32,545862a0-d9bd-4007-aac8-3cf618c7815b"
"teamwork","53da82e3-bf1c-4e3f-8c77-b07f78376b32,74b8d8b1-68ee-4dcc-a78a-8ed0fd80d850"
"planning","53da82e3-bf1c-4e3f-8c77-b07f78376b32,a601f184-fbf5-47c9-a93b-0e7d92573478,545862a0-d9bd-4007-aac8-3cf618c7815b,2d365c52-d15d-4c9c-bc75-156a960f8bf2"
"scientific research","3e93676a-fa95-46e2-8aab-962d42c64cdb,545862a0-d9bd-4007-aac8-3cf618c7815b,c2fda700-9d2e-4d6e-81a0-c95addc8dff2"
"user story development","3e93676a-fa95-46e2-8aab-962d42c64cdb,3e93676a-fa95-46e2-8aab-962d42c64cdb"
"scientific data solutions","3e93676a-fa95-46e2-8aab-962d42c64cdb,3e93676a-fa95-46e2-8aab-962d42c64cdb,3e93676a-fa95-46e2-8aab-962d42c64cdb"
"gcp","3e93676a-fa95-46e2-8aab-962d42c64cdb,545862a0-d9bd-4007-aac8-3cf618c7815b,545862a0-d9bd-4007-aac8-3cf618c7815b"
"data flow automation","3e93676a-fa95-46e2-8aab-962d42c64cdb,3e93676a-fa95-46e2-8aab-962d42c64cdb,3e93676a-fa95-46e2-8aab-962d42c64cdb"
"user requirements analysis","3e93676a-fa95-46e2-8aab-962d42c64cdb,3e93676a-fa95-46e2-8aab-962d42c64cdb"
"communication skills","3e93676a-fa95-46e2-8aab-962d42c64cdb,74b8d8b1-68ee-4dcc-a78a-8ed0fd80d850,527cf620-dbef-4f20-b41b-a74bfe62b3d5"
"pharmacy","3e93676a-fa95-46e2-8aab-962d42c64cdb,2543224d-b378-43c9-9f6f-ab8850b6c051"
"data evaluation","3e93676a-fa95-46e2-8aab-962d42c64cdb,b00cb8b0-fb0f-447c-b95b-9cc198e861b0"
"automation systems design","3e93676a-fa95-46e2-8aab-962d42c64cdb,2d365c52-d15d-4c9c-bc75-156a960f8bf2,3e93676a-fa95-46e2-8aab-962d42c64cdb,3e93676a-fa95-46e2-8aab-962d42c64cdb,3e93676a-fa95-46e2-8aab-962d42c64cdb"
"scientific workflows","3e93676a-fa95-46e2-8aab-962d42c64cdb,c2fda700-9d2e-4d6e-81a0-c95addc8dff2,3e93676a-fa95-46e2-8aab-962d42c64cdb"
"cross-functional teamwork","3e93676a-fa95-46e2-8aab-962d42c64cdb,ea7e4ada-b4cc-42ba-8287-9db0d7a4f55f,a601f184-fbf5-47c9-a93b-0e7d92573478,c2fda700-9d2e-4d6e-81a0-c95addc8dff2,9982770f-129b-4022-909b-74fa857258a7"
"automation","3e93676a-fa95-46e2-8aab-962d42c64cdb,2d365c52-d15d-4c9c-bc75-156a960f8bf2"
"risk management","53da82e3-bf1c-4e3f-8c77-b07f78376b32,545862a0-d9bd-4007-aac8-3cf618c7815b,b00cb8b0-fb0f-447c-b95b-9cc198e861b0,a601f184-fbf5-47c9-a93b-0e7d92573478"
"budget management","53da82e3-bf1c-4e3f-8c77-b07f78376b32,74b8d8b1-68ee-4dcc-a78a-8ed0fd80d850,545862a0-d9bd-4007-aac8-3cf618c7815b,ea7e4ada-b4cc-42ba-8287-9db0d7a4f55f,545862a0-d9bd-4007-aac8-3cf618c7815b"
"cultural awareness","53da82e3-bf1c-4e3f-8c77-b07f78376b32,b00cb8b0-fb0f-447c-b95b-9cc198e861b0"
"innovation","74b8d8b1-68ee-4dcc-a78a-8ed0fd80d850,9982770f-129b-4022-909b-74fa857258a7"
"industry knowledge","74b8d8b1-68ee-4dcc-a78a-8ed0fd80d850,c2fda700-9d2e-4d6e-81a0-c95addc8dff2"
"research","74b8d8b1-68ee-4dcc-a78a-8ed0fd80d850,ea7e4ada-b4cc-42ba-8287-9db0d7a4f55f"
"it skills","74b8d8b1-68ee-4dcc-a78a-8ed0fd80d850,eb83e95f-5fdc-4c86-adc0-cb2d968efe5e"
"computational sciences","3e93676a-fa95-46e2-8aab-962d42c64cdb,3e93676a-fa95-46e2-8aab-962d42c64cdb"
"cloud platforms","3e93676a-fa95-46e2-8aab-962d42c64cdb,545862a0-d9bd-4007-aac8-3cf618c7815b"
"device project management","00fc95ad-51ba-4199-a67a-92978a72580e,2d365c52-d15d-4c9c-bc75-156a960f8bf2,eb83e95f-5fdc-4c86-adc0-cb2d968efe5e"
"capital project execution","ea7e4ada-b4cc-42ba-8287-9db0d7a4f55f,2d365c52-d15d-4c9c-bc75-156a960f8bf2"
"project delivery","ea7e4ada-b4cc-42ba-8287-9db0d7a4f55f,2d365c52-d15d-4c9c-bc75-156a960f8bf2"
"safety audits","ea7e4ada-b4cc-42ba-8287-9db0d7a4f55f,ea7e4ada-b4cc-42ba-8287-9db0d7a4f55f,2d365c52-d15d-4c9c-bc75-156a960f8bf2,a601f184-fbf5-47c9-a93b-0e7d92573478"
"quality control","ea7e4ada-b4cc-42ba-8287-9db0d7a4f55f,545862a0-d9bd-4007-aac8-3cf618c7815b,c2fda700-9d2e-4d6e-81a0-c95addc8dff2,545862a0-d9bd-4007-aac8-3cf618c7815b"
"engineering technologies","ea7e4ada-b4cc-42ba-8287-9db0d7a4f55f,2d365c52-d15d-4c9c-bc75-156a960f8bf2"
"maintenance best practices","ea7e4ada-b4cc-42ba-8287-9db0d7a4f55f,2d365c52-d15d-4c9c-bc75-156a960f8bf2"
"root cause analysis","ea7e4ada-b4cc-42ba-8287-9db0d7a4f55f,a601f184-fbf5-47c9-a93b-0e7d92573478,2d365c52-d15d-4c9c-bc75-156a960f8bf2"
"testing","ea7e4ada-b4cc-42ba-8287-9db0d7a4f55f,9982770f-129b-4022-909b-74fa857258a7,527cf620-dbef-4f20-b41b-a74bfe62b3d5"
"medium voltage switchgear","ea7e4ada-b4cc-42ba-8287-9db0d7a4f55f,ea7e4ada-b4cc-42ba-8287-9db0d7a4f55f"
"design of distribution systems","ea7e4ada-b4cc-42ba-8287-9db0d7a4f55f,ea7e4ada-b4cc-42ba-8287-9db0d7a4f55f"
"written and spoken fluency in english","a601f184-fbf5-47c9-a93b-0e7d92573478,545862a0-d9bd-4007-aac8-3cf618c7815b"
"process optimization","3e93676a-fa95-46e2-8aab-962d42c64cdb,3e93676a-fa95-46e2-8aab-962d42c64cdb"
"workflow analysis","3e93676a-fa95-46e2-8aab-962d42c64cdb,3e93676a-fa95-46e2-8aab-962d42c64cdb"
"data accessibility","3e93676a-fa95-46e2-8aab-962d42c64cdb,9982770f-129b-4022-909b-74fa857258a7"
"data integrity","3e93676a-fa95-46e2-8aab-962d42c64cdb,545862a0-d9bd-4007-aac8-3cf618c7815b,3e93676a-fa95-46e2-8aab-962d42c64cdb"
"data standards","3e93676a-fa95-46e2-8aab-962d42c64cdb,c2fda700-9d2e-4d6e-81a0-c95addc8dff2"
"technical collaboration","3e93676a-fa95-46e2-8aab-962d42c64cdb,2d365c52-d15d-4c9c-bc75-156a960f8bf2"
"waste management initiatives","a601f184-fbf5-47c9-a93b-0e7d92573478,a601f184-fbf5-47c9-a93b-0e7d92573478"
"data collection","a601f184-fbf5-47c9-a93b-0e7d92573478,545862a0-d9bd-4007-aac8-3cf618c7815b,545862a0-d9bd-4007-aac8-3cf618c7815b"
"ehs documentation","a601f184-fbf5-47c9-a93b-0e7d92573478,a601f184-fbf5-47c9-a93b-0e7d92573478"
"procedure development","a601f184-fbf5-47c9-a93b-0e7d92573478,545862a0-d9bd-4007-aac8-3cf618c7815b"
"preventative measures implementation","a601f184-fbf5-47c9-a93b-0e7d92573478,a601f184-fbf5-47c9-a93b-0e7d92573478"
"emergency response planning","a601f184-fbf5-47c9-a93b-0e7d92573478,a601f184-fbf5-47c9-a93b-0e7d92573478"
"compliance","a601f184-fbf5-47c9-a93b-0e7d92573478,b00cb8b0-fb0f-447c-b95b-9cc198e861b0,545862a0-d9bd-4007-aac8-3cf618c7815b,545862a0-d9bd-4007-aac8-3cf618c7815b"
"environmental impact reduction","a601f184-fbf5-47c9-a93b-0e7d92573478,9982770f-129b-4022-909b-74fa857258a7,9982770f-129b-4022-909b-74fa857258a7"
"sustainability initiatives","a601f184-fbf5-47c9-a93b-0e7d92573478,9982770f-129b-4022-909b-74fa857258a7,2d365c52-d15d-4c9c-bc75-156a960f8bf2,9982770f-129b-4022-909b-74fa857258a7"
"regulatory awareness","a601f184-fbf5-47c9-a93b-0e7d92573478,545862a0-d9bd-4007-aac8-3cf618c7815b"
"diversity","545862a0-d9bd-4007-aac8-3cf618c7815b,0a8f571b-c686-4965-a573-cabf249435e6"
"engagement strategy","545862a0-d9bd-4007-aac8-3cf618c7815b,0a8f571b-c686-4965-a573-cabf249435e6"
"ich guidelines","545862a0-d9bd-4007-aac8-3cf618c7815b,545862a0-d9bd-4007-aac8-3cf618c7815b"
"timeline management","545862a0-d9bd-4007-aac8-3cf618c7815b,545862a0-d9bd-4007-aac8-3cf618c7815b"
"data preparation","545862a0-d9bd-4007-aac8-3cf618c7815b,c2fda700-9d2e-4d6e-81a0-c95addc8dff2"
"strategy","545862a0-d9bd-4007-aac8-3cf618c7815b,b00cb8b0-fb0f-447c-b95b-9cc198e861b0"
"collaboration with clinical operations","545862a0-d9bd-4007-aac8-3cf618c7815b,545862a0-d9bd-4007-aac8-3cf618c7815b,545862a0-d9bd-4007-aac8-3cf618c7815b"
"collaboration with safety","545862a0-d9bd-4007-aac8-3cf618c7815b,b00cb8b0-fb0f-447c-b95b-9cc198e861b0"
"documentation management","545862a0-d9bd-4007-aac8-3cf618c7815b,545862a0-d9bd-4007-aac8-3cf618c7815b"
"trend identification","a601f184-fbf5-47c9-a93b-0e7d92573478,545862a0-d9bd-4007-aac8-3cf618c7815b"
"execution of clinical trials","545862a0-d9bd-4007-aac8-3cf618c7815b,c2fda700-9d2e-4d6e-81a0-c95addc8dff2"
"reporting of clinical studies","545862a0-d9bd-4007-aac8-3cf618c7815b,c2fda700-9d2e-4d6e-81a0-c95addc8dff2,c2fda700-9d2e-4d6e-81a0-c95addc8dff2"
"prospective studies","545862a0-d9bd-4007-aac8-3cf618c7815b,545862a0-d9bd-4007-aac8-3cf618c7815b"
"secondary data analysis","545862a0-d9bd-4007-aac8-3cf618c7815b,c2fda700-9d2e-4d6e-81a0-c95addc8dff2"
"patient reported outcomes development","545862a0-d9bd-4007-aac8-3cf618c7815b,545862a0-d9bd-4007-aac8-3cf618c7815b"
"clinical trial analysis","545862a0-d9bd-4007-aac8-3cf618c7815b,c2fda700-9d2e-4d6e-81a0-c95addc8dff2"
"mechanical engineering","2d365c52-d15d-4c9c-bc75-156a960f8bf2,eb83e95f-5fdc-4c86-adc0-cb2d968efe5e,9982770f-129b-4022-909b-74fa857258a7"
"electrical engineering","2d365c52-d15d-4c9c-bc75-156a960f8bf2,eb83e95f-5fdc-4c86-adc0-cb2d968efe5e"
"automation engineering","2d365c52-d15d-4c9c-bc75-156a960f8bf2,eb83e95f-5fdc-4c86-adc0-cb2d968efe5e"
"supply strategy development","545862a0-d9bd-4007-aac8-3cf618c7815b,545862a0-d9bd-4007-aac8-3cf618c7815b,545862a0-d9bd-4007-aac8-3cf618c7815b"
"operational efficiency optimization","545862a0-d9bd-4007-aac8-3cf618c7815b,b00cb8b0-fb0f-447c-b95b-9cc198e861b0"
"stakeholder communication","545862a0-d9bd-4007-aac8-3cf618c7815b,9982770f-129b-4022-909b-74fa857258a7"
"regulatory requirements","545862a0-d9bd-4007-aac8-3cf618c7815b,c2fda700-9d2e-4d6e-81a0-c95addc8dff2"
"forecasting","545862a0-d9bd-4007-aac8-3cf618c7815b,0a8f571b-c686-4965-a573-cabf249435e6"
"quantitative analysis","c2fda700-9d2e-4d6e-81a0-c95addc8dff2,c2fda700-9d2e-4d6e-81a0-c95addc8dff2"
"statistical advice","c2fda700-9d2e-4d6e-81a0-c95addc8dff2,c2fda700-9d2e-4d6e-81a0-c95addc8dff2"
"chemistry, manufacturing and controls (cmc)","c2fda700-9d2e-4d6e-81a0-c95addc8dff2,c2fda700-9d2e-4d6e-81a0-c95addc8dff2"
"statistical methods","c2fda700-9d2e-4d6e-81a0-c95addc8dff2,c2fda700-9d2e-4d6e-81a0-c95addc8dff2,c2fda700-9d2e-4d6e-81a0-c95addc8dff2"
"customer demand management","0a8f571b-c686-4965-a573-cabf249435e6,0a8f571b-c686-4965-a573-cabf249435e6"
"medical device design","9982770f-129b-4022-909b-74fa857258a7,9982770f-129b-4022-909b-74fa857258a7"
"product design","9982770f-129b-4022-909b-74fa857258a7,2543224d-b378-43c9-9f6f-ab8850b6c051,9982770f-129b-4022-909b-74fa857258a7"
"packaging technology","9982770f-129b-4022-909b-74fa857258a7,9982770f-129b-4022-909b-74fa857258a7"
"business partnership","b00cb8b0-fb0f-447c-b95b-9cc198e861b0,527cf620-dbef-4f20-b41b-a74bfe62b3d5"
"lab-based prototyping","527cf620-dbef-4f20-b41b-a74bfe62b3d5,527cf620-dbef-4f20-b41b-a74bfe62b3d5"
"learning and development","2543224d-b378-43c9-9f6f-ab8850b6c051,94546a24-8ef0-4d17-b854-e85ea8ac53b3"